match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,is_wicket
1,1,Gujarat Titans,Kolkata Knight Riders,9,4,Rahul Tewatia,Sai Sudharsan,Harshit Rana,0,0,0,0,0,0,0,0,0,Rahul Tewatia,stumped,Varun Chakravarthy,1
1,1,Gujarat Titans,Kolkata Knight Riders,9,5,Tailender 5,Sai Sudharsan,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,9,6,Tailender 5,Sai Sudharsan,Harshit Rana,0,0,0,0,0,0,0,0,0,Tailender 5,caught,Andre Russell,1
1,1,Gujarat Titans,Kolkata Knight Riders,10,1,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,10,2,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,10,3,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,1,0,0,0,1,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,10,4,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,10,5,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,10,6,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,11,1,Sai Sudharsan,Tailender 6,Sunil Narine,0,1,0,0,0,0,0,1,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,11,2,Sai Sudharsan,Tailender 6,Sunil Narine,0,0,0,0,0,0,6,0,6,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,11,3,Sai Sudharsan,Tailender 6,Sunil Narine,0,0,0,0,0,0,6,0,6,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,11,4,Sai Sudharsan,Tailender 6,Sunil Narine,0,0,0,0,0,0,6,0,6,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,11,5,Sai Sudharsan,Tailender 6,Sunil Narine,0,0,0,0,0,0,4,0,4,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,11,6,Sai Sudharsan,Tailender 6,Sunil Narine,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,12,1,Tailender 6,Sai Sudharsan,Varun Chakravarthy,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,12,2,Tailender 6,Sai Sudharsan,Varun Chakravarthy,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,12,3,Tailender 6,Sai Sudharsan,Varun Chakravarthy,0,0,0,0,0,0,6,0,6,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,12,4,Tailender 6,Sai Sudharsan,Varun Chakravarthy,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,12,5,Sai Sudharsan,Tailender 6,Varun Chakravarthy,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,12,6,Sai Sudharsan,Tailender 6,Varun Chakravarthy,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,13,1,Sai Sudharsan,Tailender 6,Mitchell Starc,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,13,2,Sai Sudharsan,Tailender 6,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,13,3,Tailender 6,Sai Sudharsan,Mitchell Starc,0,0,0,0,0,0,4,0,4,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,13,4,Tailender 6,Sai Sudharsan,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,13,5,Sai Sudharsan,Tailender 6,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,13,6,Tailender 6,Sai Sudharsan,Mitchell Starc,0,0,0,1,0,0,0,1,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,14,1,Sai Sudharsan,Tailender 6,Harshit Rana,0,0,0,1,0,0,0,1,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,14,2,Sai Sudharsan,Tailender 6,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,14,3,Tailender 6,Sai Sudharsan,Harshit Rana,0,0,0,0,0,0,4,0,4,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,14,4,Tailender 6,Sai Sudharsan,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,14,5,Tailender 6,Sai Sudharsan,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,14,6,Tailender 6,Sai Sudharsan,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,15,1,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,15,2,Tailender 6,Sai Sudharsan,Andre Russell,0,1,0,0,0,0,0,1,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,15,3,Tailender 6,Sai Sudharsan,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,15,4,Tailender 6,Sai Sudharsan,Andre Russell,0,0,0,0,0,0,4,0,4,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,15,5,Tailender 6,Sai Sudharsan,Andre Russell,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,15,6,Sai Sudharsan,Tailender 6,Andre Russell,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,16,1,Tailender 6,Sai Sudharsan,Sunil Narine,0,0,0,0,0,0,4,0,4,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,16,2,Tailender 6,Sai Sudharsan,Sunil Narine,0,0,0,0,0,0,6,0,6,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,16,3,Tailender 6,Sai Sudharsan,Sunil Narine,0,0,0,0,0,0,0,0,0,Tailender 6,run out,Mitchell Starc,1
1,1,Gujarat Titans,Kolkata Knight Riders,16,4,Tailender 7,Sai Sudharsan,Sunil Narine,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,16,5,Sai Sudharsan,Tailender 7,Sunil Narine,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,16,6,Tailender 7,Sai Sudharsan,Sunil Narine,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,17,1,Sai Sudharsan,Tailender 7,Varun Chakravarthy,0,0,0,0,0,0,4,0,4,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,17,2,Sai Sudharsan,Tailender 7,Varun Chakravarthy,0,0,0,0,0,0,4,0,4,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,17,3,Sai Sudharsan,Tailender 7,Varun Chakravarthy,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,17,4,Sai Sudharsan,Tailender 7,Varun Chakravarthy,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,17,5,Tailender 7,Sai Sudharsan,Varun Chakravarthy,0,0,0,0,0,0,6,0,6,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,17,6,Tailender 7,Sai Sudharsan,Varun Chakravarthy,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,18,1,Sai Sudharsan,Tailender 7,Mitchell Starc,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,18,2,Sai Sudharsan,Tailender 7,Mitchell Starc,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,18,3,Sai Sudharsan,Tailender 7,Mitchell Starc,0,0,0,0,0,0,0,0,0,Sai Sudharsan,stumped,Varun Chakravarthy,1
1,1,Gujarat Titans,Kolkata Knight Riders,18,4,Tailender 8,Tailender 7,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,18,5,Tailender 7,Tailender 8,Mitchell Starc,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,18,6,Tailender 7,Tailender 8,Mitchell Starc,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,19,1,Tailender 7,Tailender 8,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,19,2,Tailender 7,Tailender 8,Harshit Rana,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,19,3,Tailender 7,Tailender 8,Harshit Rana,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,19,4,Tailender 7,Tailender 8,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,19,5,Tailender 8,Tailender 7,Harshit Rana,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,19,6,Tailender 7,Tailender 8,Harshit Rana,0,0,0,1,0,0,0,1,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,20,1,Tailender 8,Tailender 7,Andre Russell,0,0,0,0,0,0,0,0,0,Tailender 8,run out,Varun Chakravarthy,1
1,1,Gujarat Titans,Kolkata Knight Riders,20,2,Tailender 9,Tailender 7,Andre Russell,0,0,0,0,0,0,0,0,0,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,20,3,Tailender 9,Tailender 7,Andre Russell,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,20,4,Tailender 7,Tailender 9,Andre Russell,0,0,0,0,0,0,2,0,2,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,20,5,Tailender 7,Tailender 9,Andre Russell,0,0,0,0,0,0,1,0,1,,,,0
1,1,Gujarat Titans,Kolkata Knight Riders,20,6,Tailender 9,Tailender 7,Andre Russell,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,1,1,Shreyas Iyer,Rinku Singh,Rashid Khan,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,1,2,Shreyas Iyer,Rinku Singh,Rashid Khan,0,1,0,0,0,0,0,1,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,1,3,Shreyas Iyer,Rinku Singh,Rashid Khan,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,1,4,Shreyas Iyer,Rinku Singh,Rashid Khan,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,1,5,Rinku Singh,Shreyas Iyer,Rashid Khan,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,1,6,Rinku Singh,Shreyas Iyer,Rashid Khan,0,1,0,0,0,0,0,1,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,2,1,Shreyas Iyer,Rinku Singh,Mohammed Shami,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,2,2,Shreyas Iyer,Rinku Singh,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,2,3,Rinku Singh,Shreyas Iyer,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,2,4,Shreyas Iyer,Rinku Singh,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,2,5,Rinku Singh,Shreyas Iyer,Mohammed Shami,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,2,6,Rinku Singh,Shreyas Iyer,Mohammed Shami,0,0,0,0,0,0,6,0,6,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,3,1,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,6,0,6,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,3,2,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,3,3,Rinku Singh,Shreyas Iyer,Mohit Sharma,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,3,4,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,3,5,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,3,6,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,4,1,Rinku Singh,Shreyas Iyer,Noor Ahmad,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,4,2,Shreyas Iyer,Rinku Singh,Noor Ahmad,0,0,0,0,0,0,4,0,4,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,4,3,Shreyas Iyer,Rinku Singh,Noor Ahmad,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,4,4,Rinku Singh,Shreyas Iyer,Noor Ahmad,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,4,5,Rinku Singh,Shreyas Iyer,Noor Ahmad,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,4,6,Rinku Singh,Shreyas Iyer,Noor Ahmad,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,5,1,Shreyas Iyer,Rinku Singh,Joshua Little,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,5,2,Rinku Singh,Shreyas Iyer,Joshua Little,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,5,3,Shreyas Iyer,Rinku Singh,Joshua Little,0,0,0,0,0,0,6,0,6,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,5,4,Shreyas Iyer,Rinku Singh,Joshua Little,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,5,5,Shreyas Iyer,Rinku Singh,Joshua Little,0,0,0,1,0,0,0,1,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,5,6,Shreyas Iyer,Rinku Singh,Joshua Little,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,6,1,Shreyas Iyer,Rinku Singh,Rashid Khan,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,6,2,Rinku Singh,Shreyas Iyer,Rashid Khan,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,6,3,Rinku Singh,Shreyas Iyer,Rashid Khan,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,6,4,Shreyas Iyer,Rinku Singh,Rashid Khan,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,6,5,Rinku Singh,Shreyas Iyer,Rashid Khan,0,0,0,0,0,0,4,0,4,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,6,6,Rinku Singh,Shreyas Iyer,Rashid Khan,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,7,1,Shreyas Iyer,Rinku Singh,Mohammed Shami,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,7,2,Shreyas Iyer,Rinku Singh,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,7,3,Rinku Singh,Shreyas Iyer,Mohammed Shami,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,7,4,Rinku Singh,Shreyas Iyer,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,7,5,Shreyas Iyer,Rinku Singh,Mohammed Shami,0,0,0,0,0,0,6,0,6,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,7,6,Shreyas Iyer,Rinku Singh,Mohammed Shami,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,8,1,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,4,0,4,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,8,2,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,8,3,Rinku Singh,Shreyas Iyer,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,8,4,Rinku Singh,Shreyas Iyer,Mohit Sharma,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,8,5,Shreyas Iyer,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,0,0,0,Shreyas Iyer,lbw,,1
1,2,Kolkata Knight Riders,Gujarat Titans,8,6,Andre Russell,Rinku Singh,Mohit Sharma,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,9,1,Rinku Singh,Andre Russell,Noor Ahmad,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,9,2,Rinku Singh,Andre Russell,Noor Ahmad,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,9,3,Rinku Singh,Andre Russell,Noor Ahmad,0,0,0,0,0,0,1,0,1,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,9,4,Andre Russell,Rinku Singh,Noor Ahmad,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,9,5,Andre Russell,Rinku Singh,Noor Ahmad,0,0,0,0,0,0,6,0,6,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,9,6,Andre Russell,Rinku Singh,Noor Ahmad,0,0,0,0,0,0,0,0,0,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,10,1,Rinku Singh,Andre Russell,Joshua Little,0,0,0,0,0,0,2,0,2,,,,0
1,2,Kolkata Knight Riders,Gujarat Titans,10,2,Rinku Singh,Andre Russell,Joshua Little,0,0,0,0,0,0,0,0,0,,,,0
